ActivitySiteID,ActivityDescription,BookingEndDate,BookingStartTime,MaxBookees,Number Booked,Price (INR),Month,Day,Hour,TimeSlot,Occupancy Rate,Revenue
SBP,Swimfit 7am-8am,09-06-18,01-01-00 7:30,29,10,1499,June,Saturday,7,Morning,34.48275862,14990
SBP,Swimfit 7am-8am,16-06-18,01-01-00 7:30,29,23,1499,June,Saturday,7,Morning,79.31034483,34477
SBP,Swimfit 7am-8am,23-06-18,01-01-00 7:30,29,17,1499,June,Saturday,7,Morning,58.62068966,25483
SBP,Swimfit 7am-8am,30-06-18,01-01-00 7:30,29,17,1499,June,Saturday,7,Morning,58.62068966,25483
SBP,Wm Better Living Team,06-06-18,01-01-00 13:00,30,1,1999,June,Wednesday,13,Afternoon,3.333333333,1999
TSC,5.30-6.30pm Body Cond,05-06-18,01-01-00 17:30,24,14,1299,June,Tuesday,17,Evening,58.33333333,18186
TSC,5.30-6.30pm Body Cond,12-06-18,01-01-00 17:30,24,13,1299,June,Tuesday,17,Evening,54.16666667,16887
TSC,5.30-6.30pm Body Cond,19-06-18,01-01-00 17:30,24,7,1299,June,Tuesday,17,Evening,29.16666667,9093
TSC,5.30-6.30pm Body Cond,26-06-18,01-01-00 17:30,24,2,1299,June,Tuesday,17,Evening,8.333333333,2598
TSC,6.30-7.30pm Combat Aero,05-06-18,01-01-00 18:30,24,6,1499,June,Tuesday,18,Evening,25,8994
TSC,6.30-7.30pm Combat Aero,12-06-18,01-01-00 18:30,24,6,1499,June,Tuesday,18,Evening,25,8994
TSC,6.30-7.30pm Combat Aero,19-06-18,01-01-00 18:30,24,10,1499,June,Tuesday,18,Evening,41.66666667,14990
TSC,6.30-7.30pm Combat Aero,26-06-18,01-01-00 18:30,24,5,1499,June,Tuesday,18,Evening,20.83333333,7495
TSC,20-20-20 7.00-8.00pm,06-06-18,01-01-00 19:00,24,8,499,June,Wednesday,19,Evening,33.33333333,3992
TSC,20-20-20 7.00-8.00pm,13-06-18,01-01-00 19:00,24,7,499,June,Wednesday,19,Evening,29.16666667,3493
TSC,20-20-20 7.00-8.00pm,20-06-18,01-01-00 19:00,24,7,499,June,Wednesday,19,Evening,29.16666667,3493
TSC,20-20-20 7.00-8.00pm,27-06-18,01-01-00 19:00,24,10,499,June,Wednesday,19,Evening,41.66666667,4990
TSC,Aqua Zumba  12.00-1.00pm,01-06-18,01-01-00 12:00,25,14,1999,June,Friday,12,Afternoon,56,27986
TSC,Aqua Zumba  12.00-1.00pm,08-06-18,01-01-00 12:00,25,14,1999,June,Friday,12,Afternoon,56,27986
TSC,Aqua Zumba  12.00-1.00pm,15-06-18,01-01-00 12:00,25,1,1999,June,Friday,12,Afternoon,4,1999
TSC,Aqua Zumba  12.00-1.00pm,22-06-18,01-01-00 12:00,25,1,1999,June,Friday,12,Afternoon,4,1999
TSC,Aqua Zumba  12.00-1.00pm,29-06-18,01-01-00 12:00,25,19,1999,June,Friday,12,Afternoon,76,37981
TSC,Aquafit 3.00-3.45pm,05-06-18,01-01-00 15:00,25,17,999,June,Tuesday,15,Afternoon,68,16983
TSC,Aquafit 3.00-3.45pm,12-06-18,01-01-00 15:00,25,13,999,June,Tuesday,15,Afternoon,52,12987
TSC,Aquafit 3.00-3.45pm,19-06-18,01-01-00 15:00,25,1,999,June,Tuesday,15,Afternoon,4,999
TSC,Aquafit 3.00-3.45pm,26-06-18,01-01-00 15:00,25,14,999,June,Tuesday,15,Afternoon,56,13986
TSC,Aquafit 7.15-8.15pm,05-06-18,01-01-00 19:15,25,22,999,June,Tuesday,19,Evening,88,21978
TSC,Aquafit 7.15-8.15pm,07-06-18,01-01-00 19:15,25,1,999,June,Thursday,19,Evening,4,999
TSC,Aquafit 7.15-8.15pm,12-06-18,01-01-00 19:15,25,18,999,June,Tuesday,19,Evening,72,17982
TSC,Aquafit 7.15-8.15pm,14-06-18,01-01-00 19:15,25,16,999,June,Thursday,19,Evening,64,15984
TSC,Aquafit 7.15-8.15pm,19-06-18,01-01-00 19:15,25,1,999,June,Tuesday,19,Evening,4,999
TSC,Aquafit 7.15-8.15pm,21-06-18,01-01-00 19:15,25,11,999,June,Thursday,19,Evening,44,10989
TSC,Aquafit 7.15-8.15pm,26-06-18,01-01-00 19:15,25,13,999,June,Tuesday,19,Evening,52,12987
TSC,Aquafit 7.15-8.15pm,28-06-18,01-01-00 19:15,25,13,999,June,Thursday,19,Evening,52,12987
TSC,Aquafit Beginners 10-11am,07-06-18,01-01-00 10:00,25,19,999,June,Thursday,10,Morning,76,18981
TSC,Aquafit Beginners 10-11am,14-06-18,01-01-00 10:00,25,18,999,June,Thursday,10,Morning,72,17982
TSC,Aquafit Beginners 10-11am,21-06-18,01-01-00 10:00,25,1,999,June,Thursday,10,Morning,4,999
TSC,Aquafit Beginners 10-11am,28-06-18,01-01-00 10:00,25,18,999,June,Thursday,10,Morning,72,17982
TSC,Aquatots-11.00-11.45am,01-06-18,01-01-00 11:00,15,5,999,June,Friday,11,Morning,33.33333333,4995
TSC,Aquatots-11.00-11.45am,08-06-18,01-01-00 11:00,15,5,999,June,Friday,11,Morning,33.33333333,4995
TSC,Aquatots-11.00-11.45am,29-06-18,01-01-00 11:00,15,2,999,June,Friday,11,Morning,13.33333333,1998
TSC,B L T- Weight Manage Clas,05-06-18,01-01-00 13:15,25,1,1499,June,Tuesday,13,Afternoon,4,1499
TSC,Bar Pilate 11.30-12.30pm,01-06-18,01-01-00 11:30,24,12,2999,June,Friday,11,Morning,50,35988
TSC,Bar Pilate 11.30-12.30pm,08-06-18,01-01-00 11:30,24,5,2999,June,Friday,11,Morning,20.83333333,14995
TSC,Bar Pilate 11.30-12.30pm,15-06-18,01-01-00 11:30,24,8,2999,June,Friday,11,Morning,33.33333333,23992
TSC,Bar Pilate 11.30-12.30pm,22-06-18,01-01-00 11:30,24,8,2999,June,Friday,11,Morning,33.33333333,23992
TSC,Bar Pilate 11.30-12.30pm,29-06-18,01-01-00 11:30,24,5,2999,June,Friday,11,Morning,20.83333333,14995
TSC,Barre Pilates 8.30-9.30am,02-06-18,01-01-00 8:30,24,19,2999,June,Saturday,8,Morning,79.16666667,56981
TSC,Barre Pilates 8.30-9.30am,09-06-18,01-01-00 8:30,24,16,2999,June,Saturday,8,Morning,66.66666667,47984
TSC,Barre Pilates 8.30-9.30am,16-06-18,01-01-00 8:30,24,14,2999,June,Saturday,8,Morning,58.33333333,41986
TSC,Barre Pilates 8.30-9.30am,23-06-18,01-01-00 8:30,24,14,2999,June,Saturday,8,Morning,58.33333333,41986
TSC,Barre Pilates 8.30-9.30am,30-06-18,01-01-00 8:30,24,11,2999,June,Saturday,8,Morning,45.83333333,32989
TSC,Body Con 1.45-2.30pm,01-06-18,01-01-00 13:45,24,7,1299,June,Friday,13,Afternoon,29.16666667,9093
TSC,Body Con 1.45-2.30pm,08-06-18,01-01-00 13:45,24,8,1299,June,Friday,13,Afternoon,33.33333333,10392
TSC,Body Con 1.45-2.30pm,15-06-18,01-01-00 13:45,24,6,1299,June,Friday,13,Afternoon,25,7794
TSC,Body Con 1.45-2.30pm,22-06-18,01-01-00 13:45,24,5,1299,June,Friday,13,Afternoon,20.83333333,6495
TSC,Body Con 1.45-2.30pm,29-06-18,01-01-00 13:45,24,4,1299,June,Friday,13,Afternoon,16.66666667,5196
TSC,Body Con 09.30-10.30am,04-06-18,01-01-00 9:30,24,9,1299,June,Monday,9,Morning,37.5,11691
TSC,Body Con 09.30-10.30am,11-06-18,01-01-00 9:30,24,16,1299,June,Monday,9,Morning,66.66666667,20784
TSC,Body Con 09.30-10.30am,18-06-18,01-01-00 9:30,24,20,1299,June,Monday,9,Morning,83.33333333,25980
TSC,Body Con 09.30-10.30am,25-06-18,01-01-00 9:30,24,15,1299,June,Monday,9,Morning,62.5,19485
TSC,Body Con 11.30am-12.30pm,06-06-18,01-01-00 11:30,24,8,1299,June,Wednesday,11,Morning,33.33333333,10392
TSC,Body Con 11.30am-12.30pm,13-06-18,01-01-00 11:30,24,9,1299,June,Wednesday,11,Morning,37.5,11691
TSC,Body Con 11.30am-12.30pm,20-06-18,01-01-00 11:30,24,10,1299,June,Wednesday,11,Morning,41.66666667,12990
TSC,Body Con 11.30am-12.30pm,27-06-18,01-01-00 11:30,24,5,1299,June,Wednesday,11,Morning,20.83333333,6495
TSC,Body Cond 9.30-10.15am,02-06-18,01-01-00 9:30,24,16,1299,June,Saturday,9,Morning,66.66666667,20784
TSC,Body Cond 9.30-10.15am,09-06-18,01-01-00 9:30,24,10,1299,June,Saturday,9,Morning,41.66666667,12990
TSC,Body Cond 9.30-10.15am,16-06-18,01-01-00 9:30,24,8,1299,June,Saturday,9,Morning,33.33333333,10392
TSC,Body Cond 9.30-10.15am,23-06-18,01-01-00 9:30,24,7,1299,June,Saturday,9,Morning,29.16666667,9093
TSC,Body Cond 9.30-10.15am,30-06-18,01-01-00 9:30,24,7,1299,June,Saturday,9,Morning,29.16666667,9093
TSC,Body Conditioning 10-11am,01-06-18,01-01-00 10:00,30,10,1299,June,Friday,10,Morning,33.33333333,12990
TSC,Body Conditioning 10-11am,03-06-18,01-01-00 10:00,30,20,1299,June,Sunday,10,Morning,66.66666667,25980
TSC,Body Conditioning 10-11am,08-06-18,01-01-00 10:00,30,13,1299,June,Friday,10,Morning,43.33333333,16887
TSC,Body Conditioning 10-11am,10-06-18,01-01-00 10:00,30,13,1299,June,Sunday,10,Morning,43.33333333,16887
TSC,Body Conditioning 10-11am,15-06-18,01-01-00 10:00,30,12,1299,June,Friday,10,Morning,40,15588
TSC,Body Conditioning 10-11am,17-06-18,01-01-00 10:00,30,19,1299,June,Sunday,10,Morning,63.33333333,24681
TSC,Body Conditioning 10-11am,22-06-18,01-01-00 10:00,30,13,1299,June,Friday,10,Morning,43.33333333,16887
TSC,Body Conditioning 10-11am,24-06-18,01-01-00 10:00,30,8,1299,June,Sunday,10,Morning,26.66666667,10392
TSC,Body Conditioning 10-11am,29-06-18,01-01-00 10:00,30,11,1299,June,Friday,10,Morning,36.66666667,14289
TSC,Circuits 5.30-6.30pm,04-06-18,01-01-00 17:30,50,10,2999,June,Monday,17,Evening,20,29990
TSC,Circuits 5.30-6.30pm,11-06-18,01-01-00 17:30,50,14,2999,June,Monday,17,Evening,28,41986
TSC,Circuits 5.30-6.30pm,18-06-18,01-01-00 17:30,50,8,2999,June,Monday,17,Evening,16,23992
TSC,Circuits 5.30-6.30pm,25-06-18,01-01-00 17:30,50,8,2999,June,Monday,17,Evening,16,23992
TSC,Circuits 7.15-8.15pm,07-06-18,01-01-00 19:15,50,22,2999,June,Thursday,19,Evening,44,65978
TSC,Circuits 7.15-8.15pm,14-06-18,01-01-00 19:15,50,18,2999,June,Thursday,19,Evening,36,53982
TSC,Circuits 7.15-8.15pm,21-06-18,01-01-00 19:15,50,18,2999,June,Thursday,19,Evening,36,53982
TSC,Circuits 7.15-8.15pm,28-06-18,01-01-00 19:15,50,6,2999,June,Thursday,19,Evening,12,17994
TSC,Fitnes Pilate-11.00-12.00,05-06-18,01-01-00 11:00,24,23,2999,June,Tuesday,11,Morning,95.83333333,68977
TSC,Fitnes Pilate-11.00-12.00,12-06-18,01-01-00 11:00,24,20,2999,June,Tuesday,11,Morning,83.33333333,59980
TSC,Fitnes Pilate-11.00-12.00,19-06-18,01-01-00 11:00,24,20,2999,June,Tuesday,11,Morning,83.33333333,59980
TSC,Fitnes Pilate-11.00-12.00,26-06-18,01-01-00 11:00,24,17,2999,June,Tuesday,11,Morning,70.83333333,50983
TSC,Fitnes Pilates2.30-3.15pm,01-06-18,01-01-00 14:30,24,9,2999,June,Friday,14,Afternoon,37.5,26991
TSC,Fitnes Pilates2.30-3.15pm,08-06-18,01-01-00 14:30,24,13,2999,June,Friday,14,Afternoon,54.16666667,38987
TSC,Fitnes Pilates2.30-3.15pm,15-06-18,01-01-00 14:30,24,10,2999,June,Friday,14,Afternoon,41.66666667,29990
TSC,Fitnes Pilates2.30-3.15pm,22-06-18,01-01-00 14:30,24,11,2999,June,Friday,14,Afternoon,45.83333333,32989
TSC,Fitnes Pilates2.30-3.15pm,29-06-18,01-01-00 14:30,24,6,2999,June,Friday,14,Afternoon,25,17994
TSC,Gentle Keep Fit 2 -3.00pm,05-06-18,01-01-00 14:00,30,9,999,June,Tuesday,14,Afternoon,30,8991
TSC,Gentle Keep Fit 2 -3.00pm,06-06-18,01-01-00 14:00,30,8,999,June,Wednesday,14,Afternoon,26.66666667,7992
TSC,Gentle Keep Fit 2 -3.00pm,12-06-18,01-01-00 14:00,30,9,999,June,Tuesday,14,Afternoon,30,8991
TSC,Gentle Keep Fit 2 -3.00pm,13-06-18,01-01-00 14:00,30,10,999,June,Wednesday,14,Afternoon,33.33333333,9990
TSC,Gentle Keep Fit 2 -3.00pm,19-06-18,01-01-00 14:00,30,8,999,June,Tuesday,14,Afternoon,26.66666667,7992
TSC,Gentle Keep Fit 2 -3.00pm,20-06-18,01-01-00 14:00,30,10,999,June,Wednesday,14,Afternoon,33.33333333,9990
TSC,Gentle Keep Fit 2 -3.00pm,26-06-18,01-01-00 14:00,30,5,999,June,Tuesday,14,Afternoon,16.66666667,4995
TSC,Gentle Keep Fit 2 -3.00pm,27-06-18,01-01-00 14:00,30,6,999,June,Wednesday,14,Afternoon,20,5994
TSC,Leg Bum Tum 5.30-6.30pm,04-06-18,01-01-00 17:30,24,11,1999,June,Monday,17,Evening,45.83333333,21989
TSC,Leg Bum Tum 5.30-6.30pm,11-06-18,01-01-00 17:30,24,7,1999,June,Monday,17,Evening,29.16666667,13993
TSC,Leg Bum Tum 5.30-6.30pm,18-06-18,01-01-00 17:30,24,8,1999,June,Monday,17,Evening,33.33333333,15992
TSC,Leg Bum Tum 5.30-6.30pm,25-06-18,01-01-00 17:30,24,9,1999,June,Monday,17,Evening,37.5,17991
TSC,Legs Bums Tum 6.00-7.00pm,06-06-18,01-01-00 18:00,24,9,1999,June,Wednesday,18,Evening,37.5,17991
TSC,Legs Bums Tum 6.00-7.00pm,13-06-18,01-01-00 18:00,24,8,1999,June,Wednesday,18,Evening,33.33333333,15992
TSC,Legs Bums Tum 6.00-7.00pm,20-06-18,01-01-00 18:00,24,7,1999,June,Wednesday,18,Evening,29.16666667,13993
TSC,Legs Bums Tum 6.00-7.00pm,27-06-18,01-01-00 18:00,24,3,1999,June,Wednesday,18,Evening,12.5,5997
TSC,Metafit 5.30-6.00pm,06-06-18,01-01-00 17:30,24,7,1999,June,Wednesday,17,Evening,29.16666667,13993
TSC,Metafit 5.30-6.00pm,13-06-18,01-01-00 17:30,24,6,1999,June,Wednesday,17,Evening,25,11994
TSC,Metafit 5.30-6.00pm,20-06-18,01-01-00 17:30,24,7,1999,June,Wednesday,17,Evening,29.16666667,13993
TSC,Metafit 5.30-6.00pm,27-06-18,01-01-00 17:30,24,3,1999,June,Wednesday,17,Evening,12.5,5997
TSC,Pilates 9.30-10.30am,01-06-18,01-01-00 9:30,24,22,2999,June,Friday,9,Morning,91.66666667,65978
TSC,Pilates 9.30-10.30am,06-06-18,01-01-00 9:30,24,23,2999,June,Wednesday,9,Morning,95.83333333,68977
TSC,Pilates 9.30-10.30am,08-06-18,01-01-00 9:30,24,23,2999,June,Friday,9,Morning,95.83333333,68977
TSC,Pilates 9.30-10.30am,13-06-18,01-01-00 9:30,24,24,2999,June,Wednesday,9,Morning,100,71976
TSC,Pilates 9.30-10.30am,15-06-18,01-01-00 9:30,24,24,2999,June,Friday,9,Morning,100,71976
TSC,Pilates 9.30-10.30am,20-06-18,01-01-00 9:30,24,24,2999,June,Wednesday,9,Morning,100,71976
TSC,Pilates 9.30-10.30am,22-06-18,01-01-00 9:30,24,24,2999,June,Friday,9,Morning,100,71976
TSC,Pilates 9.30-10.30am,27-06-18,01-01-00 9:30,24,22,2999,June,Wednesday,9,Morning,91.66666667,65978
TSC,Pilates 9.30-10.30am,29-06-18,01-01-00 9:30,24,21,2999,June,Friday,9,Morning,87.5,62979
TSC,Step 6-7pm,07-06-18,01-01-00 18:00,14,11,1999,June,Thursday,18,Evening,78.57142857,21989
TSC,Step 6-7pm,14-06-18,01-01-00 18:00,14,13,1999,June,Thursday,18,Evening,92.85714286,25987
TSC,Step 6-7pm,21-06-18,01-01-00 18:00,14,15,1999,June,Thursday,18,Evening,107.1428571,29985
TSC,Step 6-7pm,28-06-18,01-01-00 18:00,14,15,1999,June,Thursday,18,Evening,107.1428571,29985
TSC,Step- 10.00-11.00am,05-06-18,01-01-00 10:00,20,7,1999,June,Tuesday,10,Morning,35,13993
TSC,Step- 10.00-11.00am,12-06-18,01-01-00 10:00,20,11,1999,June,Tuesday,10,Morning,55,21989
TSC,Step- 10.00-11.00am,19-06-18,01-01-00 10:00,20,12,1999,June,Tuesday,10,Morning,60,23988
TSC,Step- 10.00-11.00am,26-06-18,01-01-00 10:00,20,9,1999,June,Tuesday,10,Morning,45,17991
TSC,Stretch Ntone12.30-1.30pm,06-06-18,01-01-00 12:30,24,9,1499,June,Wednesday,12,Afternoon,37.5,13491
TSC,Stretch Ntone12.30-1.30pm,13-06-18,01-01-00 12:30,24,7,1499,June,Wednesday,12,Afternoon,29.16666667,10493
TSC,Stretch Ntone12.30-1.30pm,20-06-18,01-01-00 12:30,24,8,1499,June,Wednesday,12,Afternoon,33.33333333,11992
TSC,Stretch Ntone12.30-1.30pm,27-06-18,01-01-00 12:30,24,5,1499,June,Wednesday,12,Afternoon,20.83333333,7495
TSC,Strokeskill 19.15-20.15pm,07-06-18,01-01-00 19:15,12,4,2999,June,Thursday,19,Evening,33.33333333,11996
TSC,Strokeskill 19.15-20.15pm,14-06-18,01-01-00 19:15,12,7,2999,June,Thursday,19,Evening,58.33333333,20993
TSC,Strokeskill 19.15-20.15pm,21-06-18,01-01-00 19:15,12,5,2999,June,Thursday,19,Evening,41.66666667,14995
TSC,Strokeskill 19.15-20.15pm,28-06-18,01-01-00 19:15,12,4,2999,June,Thursday,19,Evening,33.33333333,11996
TSC,Swim Fit-20.15-21.15pm,07-06-18,01-01-00 20:15,18,10,1499,June,Thursday,20,Evening,55.55555556,14990
TSC,Swim Fit-20.15-21.15pm,14-06-18,01-01-00 20:15,18,10,1499,June,Thursday,20,Evening,55.55555556,14990
TSC,Swim Fit-20.15-21.15pm,21-06-18,01-01-00 20:15,18,11,1499,June,Thursday,20,Evening,61.11111111,16489
TSC,Swim Fit-20.15-21.15pm,28-06-18,01-01-00 20:15,18,5,1499,June,Thursday,20,Evening,27.77777778,7495
TSC,Yoga 1.45-2.45pm,04-06-18,01-01-00 13:45,24,6,1999,June,Monday,13,Afternoon,25,11994
TSC,Yoga 1.45-2.45pm,11-06-18,01-01-00 13:45,24,5,1999,June,Monday,13,Afternoon,20.83333333,9995
TSC,Yoga 1.45-2.45pm,18-06-18,01-01-00 13:45,24,6,1999,June,Monday,13,Afternoon,25,11994
TSC,Yoga 1.45-2.45pm,25-06-18,01-01-00 13:45,24,4,1999,June,Monday,13,Afternoon,16.66666667,7996
TSC,Yoga 10.30-11.30am,01-06-18,01-01-00 10:30,24,20,1999,June,Friday,10,Morning,83.33333333,39980
TSC,Yoga 10.30-11.30am,06-06-18,01-01-00 10:30,24,21,1999,June,Wednesday,10,Morning,87.5,41979
TSC,Yoga 10.30-11.30am,08-06-18,01-01-00 10:30,24,20,1999,June,Friday,10,Morning,83.33333333,39980
TSC,Yoga 10.30-11.30am,13-06-18,01-01-00 10:30,24,24,1999,June,Wednesday,10,Morning,100,47976
TSC,Yoga 10.30-11.30am,15-06-18,01-01-00 10:30,24,22,1999,June,Friday,10,Morning,91.66666667,43978
TSC,Yoga 10.30-11.30am,20-06-18,01-01-00 10:30,24,21,1999,June,Wednesday,10,Morning,87.5,41979
TSC,Yoga 10.30-11.30am,22-06-18,01-01-00 10:30,24,19,1999,June,Friday,10,Morning,79.16666667,37981
TSC,Yoga 10.30-11.30am,27-06-18,01-01-00 10:30,24,21,1999,June,Wednesday,10,Morning,87.5,41979
TSC,Yoga 10.30-11.30am,29-06-18,01-01-00 10:30,24,22,1999,June,Friday,10,Morning,91.66666667,43978
TSC,Yoga 12.45-1.45pm,04-06-18,01-01-00 12:45,24,8,1999,June,Monday,12,Afternoon,33.33333333,15992
TSC,Yoga 12.45-1.45pm,11-06-18,01-01-00 12:45,24,7,1999,June,Monday,12,Afternoon,29.16666667,13993
TSC,Yoga 12.45-1.45pm,18-06-18,01-01-00 12:45,24,12,1999,June,Monday,12,Afternoon,50,23988
TSC,Yoga 12.45-1.45pm,25-06-18,01-01-00 12:45,24,6,1999,June,Monday,12,Afternoon,25,11994
TSC,Yogalates 7.45-8.30pm,05-06-18,01-01-00 19:30,24,11,2999,June,Tuesday,19,Evening,45.83333333,32989
TSC,Yogalates 7.45-8.30pm,12-06-18,01-01-00 19:30,24,11,2999,June,Tuesday,19,Evening,45.83333333,32989
TSC,Yogalates 7.45-8.30pm,19-06-18,01-01-00 19:30,24,10,2999,June,Tuesday,19,Evening,41.66666667,29990
TSC,Yogalates 7.45-8.30pm,26-06-18,01-01-00 19:30,24,8,2999,June,Tuesday,19,Evening,33.33333333,23992
TSC,Yogalates 10.00-11.00am,07-06-18,01-01-00 10:00,24,12,2999,June,Thursday,10,Morning,50,35988
TSC,Yogalates 10.00-11.00am,14-06-18,01-01-00 10:00,24,7,2999,June,Thursday,10,Morning,29.16666667,20993
TSC,Yogalates 10.00-11.00am,21-06-18,01-01-00 10:00,24,7,2999,June,Thursday,10,Morning,29.16666667,20993
TSC,Yogalates 10.00-11.00am,28-06-18,01-01-00 10:00,24,5,2999,June,Thursday,10,Morning,20.83333333,14995
TSC,Yogalates 10.30-11.30am,04-06-18,01-01-00 10:30,24,14,2999,June,Monday,10,Morning,58.33333333,41986
TSC,Yogalates 10.30-11.30am,11-06-18,01-01-00 10:30,24,9,2999,June,Monday,10,Morning,37.5,26991
TSC,Yogalates 10.30-11.30am,18-06-18,01-01-00 10:30,24,11,2999,June,Monday,10,Morning,45.83333333,32989
TSC,Yogalates 10.30-11.30am,25-06-18,01-01-00 10:30,24,10,2999,June,Monday,10,Morning,41.66666667,29990
TSC,Zumba  6.30-7.30pm,04-06-18,01-01-00 18:30,18,10,1299,June,Monday,18,Evening,55.55555556,12990
TSC,Zumba  6.30-7.30pm,11-06-18,01-01-00 18:30,18,11,1299,June,Monday,18,Evening,61.11111111,14289
TSC,Zumba  6.30-7.30pm,18-06-18,01-01-00 18:30,18,9,1299,June,Monday,18,Evening,50,11691
TSC,Zumba  6.30-7.30pm,25-06-18,01-01-00 18:30,18,9,1299,June,Monday,18,Evening,50,11691
TSC,Zumba - 6-7pm,07-06-18,01-01-00 18:00,50,16,1299,June,Thursday,18,Evening,32,20784
TSC,Zumba - 6-7pm,14-06-18,01-01-00 18:00,50,13,1299,June,Thursday,18,Evening,26,16887
TSC,Zumba - 6-7pm,21-06-18,01-01-00 18:00,50,12,1299,June,Thursday,18,Evening,24,15588
HXP,20-20-20  2.45pm-3.45pm,08-04-18,01-01-00 14:45,25,12,499,April,Sunday,14,Afternoon,48,5988
HXP,20-20-20  2.45pm-3.45pm,15-04-18,01-01-00 14:45,25,15,499,April,Sunday,14,Afternoon,60,7485
HXP,20-20-20  2.45pm-3.45pm,22-04-18,01-01-00 14:45,25,14,499,April,Sunday,14,Afternoon,56,6986
HXP,20-20-20  2.45pm-3.45pm,29-04-18,01-01-00 14:45,25,9,499,April,Sunday,14,Afternoon,36,4491
HXP,20-20-20  2.45pm-3.45pm,06-05-18,01-01-00 14:45,25,7,499,May,Sunday,14,Afternoon,28,3493
HXP,20-20-20  2.45pm-3.45pm,13-05-18,01-01-00 14:45,25,10,499,May,Sunday,14,Afternoon,40,4990
HXP,20-20-20  2.45pm-3.45pm,20-05-18,01-01-00 14:45,25,7,499,May,Sunday,14,Afternoon,28,3493
HXP,20-20-20  2.45pm-3.45pm,27-05-18,01-01-00 14:45,25,3,499,May,Sunday,14,Afternoon,12,1497
TSC,20-20-20 7.00-8.00pm,04-04-18,01-01-00 19:00,24,10,499,April,Wednesday,19,Evening,41.66666667,4990
TSC,20-20-20 7.00-8.00pm,11-04-18,01-01-00 19:00,24,12,499,April,Wednesday,19,Evening,50,5988
TSC,20-20-20 7.00-8.00pm,18-04-18,01-01-00 19:00,24,9,499,April,Wednesday,19,Evening,37.5,4491
TSC,20-20-20 7.00-8.00pm,25-04-18,01-01-00 19:00,24,5,499,April,Wednesday,19,Evening,20.83333333,2495
TSC,20-20-20 7.00-8.00pm,02-05-18,01-01-00 19:00,24,6,499,May,Wednesday,19,Evening,25,2994
TSC,20-20-20 7.00-8.00pm,09-05-18,01-01-00 19:00,24,5,499,May,Wednesday,19,Evening,20.83333333,2495
TSC,20-20-20 7.00-8.00pm,16-05-18,01-01-00 19:00,24,6,499,May,Wednesday,19,Evening,25,2994
TSC,20-20-20 7.00-8.00pm,23-05-18,01-01-00 19:00,24,6,499,May,Wednesday,19,Evening,25,2994
TSC,20-20-20 7.00-8.00pm,30-05-18,01-01-00 19:00,24,7,499,May,Wednesday,19,Evening,29.16666667,3493
NBL,20-20-20 9.30-10.30am,03-04-18,01-01-00 9:30,60,42,499,April,Tuesday,9,Morning,70,20958
NBL,20-20-20 9.30-10.30am,10-04-18,01-01-00 9:30,60,34,499,April,Tuesday,9,Morning,56.66666667,16966
NBL,20-20-20 9.30-10.30am,17-04-18,01-01-00 9:30,60,37,499,April,Tuesday,9,Morning,61.66666667,18463
NBL,20-20-20 9.30-10.30am,24-04-18,01-01-00 9:30,60,33,499,April,Tuesday,9,Morning,55,16467
NBL,20-20-20 9.30-10.30am,01-05-18,01-01-00 9:30,60,34,499,May,Tuesday,9,Morning,56.66666667,16966
NBL,20-20-20 9.30-10.30am,08-05-18,01-01-00 9:30,60,28,499,May,Tuesday,9,Morning,46.66666667,13972
NBL,20-20-20 9.30-10.30am,15-05-18,01-01-00 9:30,60,31,499,May,Tuesday,9,Morning,51.66666667,15469
NBL,20-20-20 9.30-10.30am,22-05-18,01-01-00 9:30,60,31,499,May,Tuesday,9,Morning,51.66666667,15469
NBL,20-20-20 9.30-10.30am,29-05-18,01-01-00 9:30,60,30,499,May,Tuesday,9,Morning,50,14970
SBP,20-20-20 9.30-10.30am,04-04-18,01-01-00 9:30,35,18,499,April,Wednesday,9,Morning,51.42857143,8982
SBP,20-20-20 9.30-10.30am,11-04-18,01-01-00 9:30,35,12,499,April,Wednesday,9,Morning,34.28571429,5988
SBP,20-20-20 9.30-10.30am,18-04-18,01-01-00 9:30,35,14,499,April,Wednesday,9,Morning,40,6986
SBP,20-20-20 9.30-10.30am,25-04-18,01-01-00 9:30,35,14,499,April,Wednesday,9,Morning,40,6986
SBP,20-20-20 9.30-10.30am,02-05-18,01-01-00 9:30,35,12,499,May,Wednesday,9,Morning,34.28571429,5988
SBP,20-20-20 9.30-10.30am,09-05-18,01-01-00 9:30,35,13,499,May,Wednesday,9,Morning,37.14285714,6487
SBP,20-20-20 9.30-10.30am,16-05-18,01-01-00 9:30,35,11,499,May,Wednesday,9,Morning,31.42857143,5489
SBP,20-20-20 9.30-10.30am,23-05-18,01-01-00 9:30,35,14,499,May,Wednesday,9,Morning,40,6986
SBP,20-20-20 9.30-10.30am,30-05-18,01-01-00 9:30,35,7,499,May,Wednesday,9,Morning,20,3493
BRP,20:20:20  10-11 Am,03-04-18,01-01-00 10:00,35,32,499,April,Tuesday,10,Morning,91.42857143,15968
BRP,20:20:20  10-11 Am,10-04-18,01-01-00 10:00,35,26,499,April,Tuesday,10,Morning,74.28571429,12974
BRP,20:20:20  10-11 Am,17-04-18,01-01-00 10:00,35,24,499,April,Tuesday,10,Morning,68.57142857,11976
